파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%)
문_홍예문_1264.jpg,An image of a viaduct with arches in the countryside.,42.98,a photo of a wooden arch framing a garden path,12.79,A photo of a viaduct spanning a lush valley.,12.67
문_흥인지문_257.jpg,an image of a plaza with fountains and benches,79.25,a photo of a spacious plaza surrounded by tall buildings,18.36,a photo of a bustling city plaza at dusk,1.69
문_흥인지문_258.jpg,an image of a traditional pagoda in the mist,77.57,a photo of a pagoda with intricate roof designs,16.41,a photo of a serene pagoda surrounded by trees,4.38
문화유적_고려궁지_1230.jpg,a photo of a pagoda with intricate roof designs,44.86,A photo of a peaceful temple courtyard in Asia.,34.96,An image of vibrant lanterns adorning an Asian temple.,6.53
문화유적_고려궁지_1231.jpg,an image of a stable with open doors,33.05,An image of a porch with hanging flower baskets.,17.68,a photo of a stable with wooden beams,10.7
문화유적_고려궁지_1232.jpg,A photo of a peaceful temple courtyard in Asia.,31.57,An image of an empty ticket booth with closed shutters.,20.94,An image of vibrant lanterns adorning an Asian temple.,20.76
문화유적_서울암사동유적_273.jpg,a photo of a cozy bakery shop with fresh pastries,39.81,a photo of a charming bakery shop with a pastry counter,32.52,an image of a bakery shop with assorted cookies on shelves,11.75
문화유적_서울암사동유적_274.jpg,an image of an auditorium during a lecture,69.35,A photo of a well-lit conference center auditorium.,9.12,an image of a packed auditorium with an audience,9.11
문화유적_서울암사동유적_275.jpg,a photo of a narrow path surrounded by tall trees,72.76,a photo of a park with lush green trees,7.76,an image of a winding trail in the forest,6.55
문화유적_석파정_263.jpg,a photo of a serene outdoor library with trees,26.18,a photo of an inviting library in a park setting,24.77,a photo of a serene zen garden with raked sand,13.14
문화유적_연미정_1226.jpg,An image of grapevines stretching across rolling hills.,47.16,A photo of lush vineyards under a clear sky.,11.73,An image of a lush tree farm surrounded by hills.,9.72
문화유적_외양포진지_1701.jpg,An image of fossils displayed in a natural history museum.,53.95,An image of ancient artifacts in a natural history museum.,20.08,A photo of mineral exhibits at a natural history museum.,19.12
문화유적_외양포진지_1702.jpg,A photo of a modern ticket booth with digital screens.,31.11,An image of a vintage ticket booth with ornate details.,21.51,A photo of a colorful ticket booth at a fairground.,19.27
문화유적_외양포진지_1703.jpg,An image of fossils displayed in a natural history museum.,50.11,A photo of a museum indoor exhibit with ancient artifacts.,18.3,An image of ancient artifacts in a natural history museum.,17.43
문화유적_원인재_1247.jpg,a photo of a pagoda with intricate roof designs,42.2,A photo of a peaceful temple courtyard in Asia.,18.3,a photo of a palace courtyard with elegant arched windows,14.0
문화유적_원인재_1248.jpg,a photo of a delicatessen display with fresh salads,35.02,an image of a busy restaurant kitchen with sizzling pans,24.92,a photo of fresh ingredients on a restaurant kitchen prep table,10.84
문화유적_원인재_1249.jpg,a photo of a pagoda with intricate roof designs,58.47,An image of a traditional pavilion with intricate designs.,12.73,A photo of a peaceful pavilion in a garden.,12.06
문화유적_장수동 은행나무_1236.jpg,a photo of a park bench under autumn leaves,35.41,a photo of a tree-lined promenade under clear skies,20.64,An image of a tree farm under a clear blue sky.,20.12
문화유적_장수동 은행나무_1238.jpg,A photo of a pavilion offering shade under towering trees.,24.98,An image of a sunny picnic area in a park.,16.15,A photo of an outdoor parking garage entrance.,10.08
문화유적_정약용유적지_791.jpg,A photo of a hospital sign directing to emergency services.,80.86,An image of a highway under a clear blue sky.,8.46,A photo of a hospital exterior with ambulances parked.,2.43
문화유적_정약용유적지_792.jpg,A photo of students learning in a dynamic classroom.,31.15,An image of art school instructors demonstrating pottery techniques.,28.74,A photo of a classroom with students engaged in discussion.,25.62
문화유적_정약용유적지_793.jpg,an image of a campus building under a clear blue sky,41.27,an image of a campus courtyard with students relaxing,32.35,a photo of a campus library surrounded by greenery,8.07
문화유적_충렬사_1680.jpg,A photo of a peaceful temple courtyard in Asia.,39.6,a photo of a pagoda with intricate roof designs,21.69,a photo of a mausoleum with intricate stone carvings,15.17
문화유적_충렬사_1681.jpg,An image of a modern doorway leading outside.,46.26,An image of a wooden doorway opening to a courtyard.,26.78,An image of a rustic balcony with wooden railings.,7.91
문화유적_충렬사_1682.jpg,An image of a peaceful Japanese garden featuring stone lanterns.,33.38,a photo of a pagoda with intricate roof designs,27.51,A photo of a serene temple surrounded by lush greenery.,10.4
문화유적_해월정_1700.jpg,A photo of a shoe shop with various leather shoes.,48.43,A photo of stylish sneakers displayed in a shoe shop.,35.49,An image of a shoe shop showcasing elegant high heels.,11.12
미술관_가나아트파크_696.jpg,An image of interactive displays at a science museum.,64.16,An image of children exploring a science museum exhibit.,18.35,An image of a museum indoor space featuring historical displays.,4.84
미술관_가나아트파크_697.jpg,A photo of an art studio filled with canvases.,20.54,A photo of art school walls adorned with student artwork.,14.98,An image of art school supplies scattered on a table.,14.79
미술관_가나아트파크_698.jpg,A photo of a modern ticket booth with digital screens.,78.05,A photo of a bustling train ticket booth indoors.,12.36,A photo of a busy general store with a welcoming entrance.,3.94
미술관_간송미술관_190.jpg,a photo of a serene zen garden with raked sand,32.91,a photo of a meditative zen garden surrounded by bamboo,32.09,an image of a tranquil zen garden featuring stone lanterns,18.38
미술관_간송미술관_191.jpg,an image of a tranquil zen garden featuring stone lanterns,55.27,An image of a peaceful Japanese garden featuring stone lanterns.,23.29,a photo of a meditative zen garden surrounded by bamboo,5.95
미술관_간송미술관_192.jpg,An image of a peaceful Japanese garden featuring stone lanterns.,93.94,An image of a historical cemetery with weathered tombstones.,2.66,A photo of a peaceful cemetery with old gravestones.,2.02
미술관_경기도미술관_683.jpg,an image of elegant rings showcased in a jewelry shop,67.53,a photo of beauty salon products on display,11.21,a photo of colorful gemstones in a jewelry shop setting,8.14
미술관_경기도미술관_684.jpg,a photo of a hardware store displaying various hammers,36.16,An image of a modern pharmacy counter with digital displays.,10.21,"A photo of a bright, organized pharmacy interior.",9.22
미술관_경기도미술관_685.jpg,An image of an aquarium showcasing tropical marine life.,28.22,An image of a serene aquarium with vibrant coral.,26.66,A photo of a large aquarium filled with diverse fish.,23.74
미술관_경원미술관_1158.jpg,a photo of a delicatessen display with fresh salads,72.75,A photo of a chef preparing dishes in a restaurant.,6.33,a photo of a busy fast food restaurant interior,3.6
미술관_경원미술관_1159.jpg,A photo of a charming general store with a wooden facade.,27.63,A photo of a modern ticket booth with digital screens.,24.63,A photo of a busy general store with a welcoming entrance.,17.33
미술관_경원미술관_1160.jpg,A photo of sale signs in a busy department store.,33.18,A photo of a bustling department store entrance.,32.85,an image of a spacious elevator lobby with contemporary decor,12.49
미술관_고은사진미술관_1608.jpg,An image of a museum indoor hall showcasing sculptures.,36.11,A photo of a museum indoor gallery filled with paintings.,23.01,An image of a museum indoor space featuring historical displays.,16.96
미술관_고은사진미술관_1609.jpg,an image of a clothing store with colorful outfits,54.12,a photo of a modern clothing store layout,13.44,A photo of cranes towering over a construction site.,10.65
미술관_고은사진미술관_1610.jpg,a photo of art gallery with spotlights on vibrant portraits,43.56,an image of art gallery featuring classic and contemporary artworks,32.52,a photo of art gallery showcasing modern sculpture pieces,11.36
미술관_구하우스미술관_689.jpg,an image of a dog receiving a check-up at a vet,81.01,a photo of a veterinarian examining a calm dog,13.64,a photo of a vet clinic with medical equipment,2.52
미술관_국립현대미술관 과천_673.jpg,A photo of a museum with striking modern architecture.,88.37,a photo of an inviting library in a park setting,3.9,A photo of a museum entrance surrounded by lush gardens.,1.93
미술관_국립현대미술관 서울_156.jpg,an image of a campus building under a clear blue sky,81.01,a photo of a campus library surrounded by greenery,9.05,an image of a campus courtyard with students relaxing,9.01
미술관_국제갤러리 부산지점_1635.jpg,an image of a rain shower head in use,27.15,an image of a modern beauty salon setup,22.15,an image of a cozy beauty salon waiting area,18.51
미술관_국제갤러리 부산지점_1636.jpg,a photo of art gallery with spotlights on vibrant portraits,67.99,an image of art gallery walls lined with colorful canvases,17.18,an image of art gallery featuring classic and contemporary artworks,7.5
미술관_국제갤러리 부산지점_1637.jpg,An image of a skyscraper with reflective glass windows.,49.9,An image of a modern skyscraper with geometric designs.,35.43,An image of a towering office building with reflective windows.,5.66
미술관_금련산갤러리_1638.jpg,an image of a bright nursery with playful animal prints,39.19,a photo of a serene nursery with soft lighting and crib,29.44,a photo of a cozy nursery with pastel decor,20.75
미술관_금련산갤러리_1639.jpg,an image of a martial arts gym with punching bags,73.64,a photo of martial artists practicing in a gym,10.85,an image of a martial arts gym with training mats,10.02
미술관_금련산갤러리_1640.jpg,an image of a clothing store with colorful outfits,37.34,a photo of a modern clothing store layout,29.59,an image of a cozy clothing store interior,10.05
미술관_금정문화회관 금샘미술관_1620.jpg,an image of a clothing store with colorful outfits,34.98,an image of intricate bracelets in a jewelry shop window,12.18,an image of trinkets and souvenirs in a gift shop,11.33
미술관_금정문화회관 금샘미술관_1621.jpg,An image of elevator doors with a minimalist design in an office.,32.44,An image of closed elevator doors with a digital floor display.,19.4,An image of sleek elevator doors in a modern building.,16.11
미술관_금정문화회관 금샘미술관_1622.jpg,an image of a clothing store with colorful outfits,32.87,An image of closed elevator doors with a digital floor display.,16.07,an image of a cozy clothing store interior,11.14
