파일명,소분류1,확률1(%),소분류2,확률2(%),소분류3,확률3(%)
전망대_태풍전망대_950.jpg,historic pavilion with mountain backdrop,81.62,Vintage amusement park entrance sign,3.1,Vintage amusement park entrance sign,3.1
전망대_하남유니온타워_945.jpg,traditional rooftops against clear sky,44.63,Snow-capped mountains behind tower,15.63,snow-dusted palace under winter sun,8.05
전망대_하남유니온타워_946.jpg,Snow-capped mountains behind tower,64.23,historic pavilion with mountain backdrop,13.72,distant mountains from the harbor,7.34
전망대_하남유니온타워_947.jpg,Observatory architecture against clear sky,70.02,Tower reflection in nearby water,8.97,Snow-capped mountains behind tower,6.65
전망대_하늘전망대_442.jpg,Sunrise over coastal tower landscape,63.28,City skyline view from tower top,26.77,sunset hues on river horizon,3.0
전망대_화개산 전망대_1427.jpg,crystal-clear turquoise waters,32.13,gallery roofline with city backdrop,31.68,historic architecture of gallery exterior,11.78
전망대_화개산 전망대_1428.jpg,Observatory architecture against clear sky,49.77,Sunrise illuminating the observatory dome,10.81,Sunrise over coastal tower landscape,8.77
전망대_화개산 전망대_1429.jpg,crystal-clear turquoise waters,76.51,boats reflecting in calm water,5.51,hidden cove with azure waters,3.81
전망대_황령산전망쉼터_1854.jpg,Observatory architecture against clear sky,17.8,Panoramic cityscape view from observatory,17.11,View from temple overlooking valley,15.86
전망대_황령산전망쉼터_1855.jpg,Festival grounds under starry sky,79.22,Festival banners waving in the breeze,9.84,Cultural symbols adorning festival entrance,2.96
전망대_황령산전망쉼터_1856.jpg,Mountain range seen from observatory,37.39,City skyline view from tower top,25.53,traditional rooftops against clear sky,11.56
전통찻집_비비비당_1464.jpg,Department store architectural facade,74.0,historic architecture of gallery exterior,12.35,Seasonal decorations on store exterior,3.91
전통찻집_비비비당_1465.jpg,street view with distant mountains,50.25,empty street with classic architecture,21.22,quaint shops lining cobblestone street,12.57
"제과,베이커리_금정사계_1538.jpg",Majestic peacock displaying feathers,31.47,Quiet museum courtyard nooks,18.44,Tropical rainforest habitat at dawn,9.98
"제과,베이커리_금정사계_1540.jpg",sunlight streaming on bakery entrance,31.64,bakery amidst autumn foliage,9.74,bakery nestled in snowy village,9.27
"제과,베이커리_도쿄팡야 대구범어점_1920.jpg",Grand staircase leading upwards,19.88,vintage theater marquee lights,14.34,Golden domes gleaming in sunlight,7.0
"제과,베이커리_도쿄팡야 대구범어점_1921.jpg",sunset light on cinema front,37.48,fountain against mountain backdrop,23.05,cinema with starry night backdrop,8.86
"제과,베이커리_르배 본점_1940.jpg",hidden bar in urban courtyard,24.29,rustic bar with wooden façade,17.53,Charming entrance with vintage signage,15.5
"제과,베이커리_마시안제빵소_973.jpg",sunset hues over the horizon,40.08,hidden cove with azure waters,17.64,sunrise over the masts,11.79
"제과,베이커리_아우어베이커리 도산본점_83.jpg",Reflections on glass storefront windows,35.94,reflection of gallery on rain puddle,17.38,Department store architectural facade,13.71
"제과,베이커리_아우어베이커리 도산본점_84.jpg",rustic bar with wooden façade,24.94,sunlight streaming on bakery entrance,12.18,hidden bar in urban courtyard,10.03
"제과,베이커리_야자수 브런치베이커리카페_529.jpg",Seasonal produce in abundance,54.2,Baskets overflowing with spices,12.52,rustic bar with wooden façade,7.79
"제과,베이커리_오월의종 타임스퀘어점_80.jpg",gallery surrounded by blooming gardens,30.49,ornate carvings on palace walls,16.02,vibrant murals on gallery walls,11.49
"제과,베이커리_하우스베이커리_565.jpg",Artisanal crafts from local vendors,32.01,Handcrafted goods on display,18.98,Market signs in vibrant colors,12.3
"족발,보쌈_골목족발_918.jpg",Handcrafted goods on display,58.19,Artisanal crafts from local vendors,9.03,Vibrant market stalls at dawn,6.04
주차장_대구미술관 주차장_1998.jpg,Market signs in vibrant colors,80.21,Open-air market architecture,9.4,Historic market square details,2.31
주차장_대구수목원 제3주차장_1971.jpg,Festival grounds under starry sky,54.18,Festival banners waving in the breeze,37.74,wildflowers blooming in forest clearings,2.95
주차장_대구수목원 제3주차장_1972.jpg,Historic fountain under clear blue sky,33.58,Reflection in garden pond,14.74,Colorful flags fluttering in breeze,9.35
주차장_대구수목원 제3주차장_1973.jpg,panoramic view from stadium roof,58.93,Birds circling above the old tower,7.46,City skyline view from tower top,5.73
주차장_부산박물관 주차장_1654.jpg,Blooming flower beds in spring,26.49,Temple courtyard surrounded by gardens,15.61,Colorful flags fluttering in breeze,12.09
참치회_골목참치_396.jpg,charming cobblestone street to bakery,57.31,bakery courtyard with rustic charm,30.04,bakery amidst autumn foliage,3.5
참치회_골목참치_397.jpg,Baskets overflowing with spices,51.02,Handcrafted goods on display,39.0,Artisanal crafts from local vendors,2.69
참치회_골목참치_398.jpg,colorful bar with neon lights,54.6,Cozy outdoor seating with lanterns,13.08,coastal bar overlooking ocean,7.02
체험학습장_인천수목원 유아숲체험원_1095.jpg,trail winding through pine forest,32.9,stream flowing through lush forest,23.77,Abandoned ride surrounded by greenery,14.35
체험학습장_인천수목원 유아숲체험원_1097.jpg,Lions resting in the savanna,55.77,Roller coaster with mountain backdrop,29.31,Abandoned ride surrounded by greenery,4.05
추어_골목추어탕 본점_893.jpg,Baskets overflowing with spices,61.39,Seasonal produce in abundance,14.2,Market signs in vibrant colors,11.52
추어_골목추어탕 본점_894.jpg,charming cobblestone street to bakery,26.37,bakery courtyard with rustic charm,22.28,Cozy outdoor seating with lanterns,10.94
추어_골목추어탕 본점_895.jpg,river cascading over smooth rocks,42.4,reflections in serene palace pond,21.52,bridge arching over flowing river,7.34
축제_대구수목원국화전시회_1968.jpg,Blooming flower beds in spring,84.55,Wildflowers along the walking trail,6.5,wildflowers lining the trail path,5.08
축제_대구수목원국화전시회_1969.jpg,sunlit street with blooming trees,45.72,Garden pathway with stone arch,32.71,Sun-dappled path through tall trees,10.16
축제_대구수목원국화전시회_1970.jpg,ancient trees in silent forest,39.86,Ivy-covered garden wall,30.69,Sculptured topiary under clear sky,7.95
카페_고양이똥 브런치_1.jpg,bar nestled in mountain village,30.88,hidden bar in urban courtyard,21.73,bar with sprawling vineyard view,11.78
카페_고양이똥 브런치_2.jpg,charming cobblestone street to bakery,70.27,early morning light on bakery sign,14.81,bakery nestled in snowy village,6.68
카페_고양이똥 브런치_3.jpg,gallery surrounded by blooming gardens,55.78,artistic gallery entrance detail,30.1,ornate carvings on palace walls,4.45
카페_노티스_1473.jpg,Panoramic views from palace balcony,90.39,rugged coastline from the pier,4.63,storm clouds gathering over harbor,1.44
카페_노티스_1474.jpg,Shadowed alley under vintage lamps,30.82,Cozy outdoor seating with lanterns,18.93,Sunlight streaming through narrow alley,17.98
카페_대구수목원 카페_1986.jpg,sunlight streaming on bakery entrance,26.73,bar with sprawling vineyard view,18.5,rustic bar with wooden façade,7.48
카페_대구수목원 카페_1988.jpg,vintage bakery window display,72.78,quaint bakery facade with flowers,5.28,sunlight streaming on bakery entrance,4.31
카페_대연골목_1840.jpg,Festival banners waving in the breeze,40.47,Historic murals on palace walls,27.27,Festival grounds under starry sky,8.54
카페_데이지브런치카페_537.jpg,gallery surrounded by blooming gardens,29.19,Scenic view from restaurant balcony,24.48,vibrant murals on gallery walls,12.8
카페_라메르베이커리카페_1071.jpg,early morning light on bakery sign,64.36,charming cobblestone street to bakery,17.21,bakery nestled in snowy village,10.22
카페_라메르베이커리카페_1072.jpg,bar with sprawling vineyard view,47.31,Scenic view from restaurant balcony,46.33,coastal bar overlooking ocean,1.97
카페_라몽드브런치카페_1923.jpg,Historic architecture in museum courtyard,24.9,Quiet museum courtyard nooks,20.87,Lions resting in the savanna,16.86
카페_레드브릿지_555.jpg,historic cinema building exterior,30.04,cinema roofline against blue sky,19.45,retro cinema facade,12.2
카페_레드브릿지_556.jpg,Scenic view from restaurant balcony,65.16,bar nestled in mountain village,9.06,bakery nestled in snowy village,8.26
카페_매화마름_1079.jpg,Temple courtyard surrounded by gardens,23.57,historic pavilion with mountain backdrop,17.25,historic pavilion with mountain backdrop,17.25
카페_메이드림_1068.jpg,Ivy-covered garden wall,65.48,wildflowers blooming in forest clearings,5.58,Garden pathway with stone arch,5.03
카페_메이드림_1069.jpg,ancient trees in silent forest,89.67,cinema with starry night backdrop,3.5,Penguins playing by the waterfall,1.21
카페_메이드림_1070.jpg,Market signs in vibrant colors,58.59,Handcrafted goods on display,10.12,Charming entrance with vintage signage,8.71
카페_몬떼델피노_558.jpg,bar nestled in mountain village,64.02,cinema with starry night backdrop,13.33,bar with sprawling vineyard view,5.22
카페_바다보다_1086.jpg,theater exterior with grand entrance,41.4,cinema with starry night backdrop,13.37,sunset light on cinema front,9.53
카페_바다보다_1087.jpg,crystal-clear turquoise waters,20.91,Vibrant market stalls at dawn,17.0,Artisanal crafts from local vendors,15.44
카페_바다보다_1088.jpg,crystal-clear turquoise waters,40.38,calm reflections on river surface,13.99,moonlight shimmering on river,11.45
카페_발리다_450.jpg,Festival lanterns illuminating pathways,28.15,Cultural symbols adorning festival entrance,23.74,Festival grounds under starry sky,18.9
카페_발리다_451.jpg,Festival banners waving in the breeze,28.73,theater exterior with grand entrance,10.47,Festival grounds under starry sky,9.26
카페_발리다_452.jpg,Festival banners waving in the breeze,26.12,Festival grounds under starry sky,25.02,Vibrant festival lights at twilight,19.03
카페_브런치가든 계양구청점_1040.jpg,bakery courtyard with rustic charm,39.06,Seasonal produce in abundance,24.22,charming cobblestone street to bakery,15.14
카페_브런치위치_522.jpg,Charming entrance with vintage signage,63.94,hidden bar in urban courtyard,26.64,rustic bar with wooden façade,2.81
카페_브런치위치_523.jpg,Market entrance with traditional decor,40.39,Seasonal decorations on store exterior,13.58,Historic department store entrance,12.16
카페_브런치카페 이안_1530.jpg,bakery courtyard with rustic charm,38.21,Baskets overflowing with spices,18.28,bakery amidst autumn foliage,13.83
카페_브런치포레_517.jpg,gallery surrounded by blooming gardens,80.98,Cozy outdoor seating with lanterns,6.99,gallery courtyard with ancient sculptures,2.51
카페_블루트렁크 오이도거북섬본점_465.jpg,Baskets overflowing with spices,43.68,Seasonal produce in abundance,17.81,Artisanal crafts from local vendors,10.37
카페_블루트렁크 오이도거북섬본점_466.jpg,Seasonal produce in abundance,73.12,Artisanal crafts from local vendors,10.46,Baskets overflowing with spices,3.65
카페_블루트렁크 오이도거북섬본점_467.jpg,Baskets overflowing with spices,89.35,Artisanal crafts from local vendors,4.82,Cozy outdoor seating with lanterns,1.94
카페_비파티세리 공덕점_66.jpg,Temple courtyard surrounded by gardens,41.9,Temple steps leading to mountains,20.08,Temple entrance with ornate details,14.41
카페_빌라드파넬_572.jpg,Panoramic views from palace balcony,24.98,Majestic entrance gates with arches,10.09,Lush gardens surrounding the palace,9.25
카페_스노잉클라우드_1484.jpg,tropical beachside bar at sunset,57.03,coastal bar overlooking ocean,41.18,crystal-clear turquoise waters,0.6
카페_스노잉클라우드_1486.jpg,vibrant murals on gallery walls,48.91,gallery surrounded by blooming gardens,12.25,Shadow patterns on museum walls,12.14
카페_앵커커피로스터즈_474.jpg,bakery courtyard with rustic charm,39.08,charming cobblestone street to bakery,25.04,early morning light on bakery sign,11.58
카페_어반브런치_501.jpg,charming cobblestone street to bakery,52.47,bakery courtyard with rustic charm,21.63,bakery amidst autumn foliage,11.16
카페_엠클리프_982.jpg,panoramic view from stadium roof,39.99,Observatory architecture against clear sky,15.53,Snow-capped mountains behind tower,9.06
카페_오라카페&브런치_1043.jpg,Seasonal produce in abundance,41.59,charming cobblestone street to bakery,23.28,bakery courtyard with rustic charm,20.21
카페_인더매스 삼덕_1932.jpg,hidden bar in urban courtyard,39.85,rustic bar with wooden façade,9.87,Cozy outdoor seating with lanterns,6.24
카페_인더매스 삼덕_1933.jpg,tropical beachside bar at sunset,20.94,coastal bar overlooking ocean,14.35,Artisanal crafts from local vendors,13.28
카페_인더매스 삼덕_1934.jpg,Cozy outdoor seating with lanterns,67.02,hidden bar in urban courtyard,8.61,Artisanal crafts from local vendors,8.05
카페_지금이곳_1059.jpg,hidden bar in urban courtyard,30.25,Sunlit patio with climbing roses,18.48,coastal bar overlooking ocean,14.54
카페_지금이곳_1060.jpg,Mountain range seen from observatory,24.45,Foggy morning view from observatory,20.85,Sunrise illuminating the observatory dome,11.12
카페_지금이곳_1061.jpg,Temple courtyard surrounded by gardens,25.63,traditional rooftops against clear sky,18.14,Golden light on temple roof,7.98
카페_차덕분_975.jpg,bakery courtyard with rustic charm,28.43,bakery amidst autumn foliage,20.38,traditional rooftops against clear sky,9.75
카페_차덕분_976.jpg,bar with rooftop cityscape view,45.42,coastal bar overlooking ocean,44.3,bar with sprawling vineyard view,2.19
카페_차덕분_977.jpg,Department store architectural facade,47.86,Views from rooftop garden terrace,17.39,Modern escalator design in atrium,7.0
카페_칠암사계_1545.jpg,historic architecture of gallery exterior,37.68,Reflections on museum pond,10.3,artistic gallery entrance detail,8.05
카페_칠암사계_1546.jpg,Artisanal crafts from local vendors,27.08,Market entrance with traditional decor,22.94,Market signs in vibrant colors,19.07
카페_카페 메르디_985.jpg,art deco cinema architecture,51.01,Museum facade at golden hour,16.1,Department store architectural facade,12.85
카페_카페 메르디_986.jpg,tropical beachside bar at sunset,51.86,coastal bar overlooking ocean,23.55,crystal-clear turquoise waters,12.82
카페_카페109하우스_987.jpg,ancient gate framed by trees,75.9,Alley with hidden garden gate,14.57,trail leading to hidden waterfall,2.38
카페_카페109하우스_988.jpg,Roller coaster with mountain backdrop,42.91,Abandoned ride surrounded by greenery,10.18,bar nestled in mountain village,9.57
카페_카페385_1460.jpg,bakery amidst autumn foliage,67.42,Seasonal produce in abundance,20.18,charming cobblestone street to bakery,3.98
카페_카페385_1461.jpg,Scenic view from restaurant balcony,39.33,Rooftop terrace overlooking cityscape,29.97,Cozy outdoor seating with lanterns,15.18
카페_카페윤_1454.jpg,Scenic view from restaurant balcony,36.87,gallery roofline with city backdrop,20.06,Rooftop terrace overlooking cityscape,10.92
카페_카페윤_1455.jpg,crystal-clear turquoise waters,53.0,Snow-capped mountains behind tower,17.62,Scenic view from restaurant balcony,7.57
카페_카페윤_1456.jpg,Museum facade at golden hour,29.23,rainbow over stadium's entrance,22.45,panoramic view from stadium roof,13.04
카페_카펠라_1901.jpg,neon-lit cinema entrance,45.93,sunset light on cinema front,25.6,cinema with starry night backdrop,18.91
카페_코스모40_1058.jpg,theater exterior with grand entrance,64.7,sunlit facade of the gallery,16.43,historic architecture of gallery exterior,5.39
카페_쿠타팜테라스 브런치카페_1496.jpg,Baskets overflowing with spices,51.42,Seasonal produce in abundance,30.73,Market signs in vibrant colors,14.47
카페_쿠타팜테라스 브런치카페_1497.jpg,Baskets overflowing with spices,74.88,Market signs in vibrant colors,16.9,Seasonal produce in abundance,5.64
카페_토크라피_969.jpg,bar nestled in mountain village,22.15,bakery nestled in snowy village,13.26,rustic bar with wooden façade,11.46
카페_토크라피_970.jpg,charming cobblestone street to bakery,41.07,bakery courtyard with rustic charm,11.91,bakery nestled in snowy village,10.88
카페_토크라피_971.jpg,charming cobblestone street to bakery,29.38,bakery courtyard with rustic charm,19.23,hidden bar in urban courtyard,12.91
카페_티아이티에프_1956.jpg,Market signs in vibrant colors,85.17,Artisanal crafts from local vendors,3.87,Seasonal produce in abundance,3.27
카페_티아이티에프_1957.jpg,Vibrant mural alleyway corner,60.9,Shadow patterns on museum walls,27.89,Quiet museum courtyard nooks,4.91
카페_티아이티에프_1958.jpg,traditional rooftops against clear sky,40.72,historic pavilion with mountain backdrop,24.42,Roller coaster with mountain backdrop,13.24
카페_파이브어클락_472.jpg,bakery amidst autumn foliage,20.49,charming cobblestone street to bakery,19.23,bakery courtyard with rustic charm,17.11
카페_포레스트아웃팅스 일산본점_542.jpg,Old building exterior with ivy,31.35,ancient trees in silent forest,16.08,Historic street view from doorway,11.24
카페_하이바다_996.jpg,coastal bar overlooking ocean,79.41,tropical beachside bar at sunset,16.49,Scenic view from restaurant balcony,1.13
카페_하이바다_997.jpg,bar with sprawling vineyard view,62.43,coastal bar overlooking ocean,27.37,rustic bar with wooden façade,3.65
카페_하이바다_998.jpg,Rooftop terrace overlooking cityscape,24.13,traditional rooftops against clear sky,18.15,Colorful flags fluttering in breeze,15.07
카페_헤이든신씨어_1550.jpg,calm reflections on river surface,16.2,bridge arching over flowing river,14.83,historic fountain reflecting in water,12.47
칼국수_골목손칼국수_1829.jpg,Historic street view from doorway,59.28,empty street with classic architecture,8.94,narrow alley with vibrant graffiti,8.78
커피전문점_골목사이_915.jpg,traditional rooftops against clear sky,92.62,City skyline view from tower top,3.92,Alley with hidden garden gate,1.42
커피전문점_골목사이_916.jpg,Charming entrance with vintage signage,34.05,Historic street view from doorway,32.67,Temple entrance with ornate details,15.48
커피전문점_그린홀리데이_1075.jpg,Seasonal produce in abundance,27.35,charming cobblestone street to bakery,21.67,bakery courtyard with rustic charm,19.23
커피전문점_배곧아띠_460.jpg,coastal bar overlooking ocean,37.84,bar with sprawling vineyard view,35.69,bakery nestled in snowy village,3.82
커피전문점_뻘다방_966.jpg,Festival banners waving in the breeze,30.43,Traditional festival decorations up close,21.89,Cultural symbols adorning festival entrance,14.05
커피전문점_뻘다방_967.jpg,rustic bar with wooden façade,26.47,Rustic wooden facade and shutters,17.28,bakery courtyard with rustic charm,16.56
커피전문점_뻘다방_968.jpg,coastal bar overlooking ocean,69.5,bar with sprawling vineyard view,15.16,rustic bar with wooden façade,6.59
커피전문점_웨이브온커피_1445.jpg,hidden cove with azure waters,71.81,crystal-clear turquoise waters,11.83,quaint fishing boats lingering,7.75
커피전문점_웨이브온커피_1447.jpg,coastal bar overlooking ocean,58.89,bar with sprawling vineyard view,16.22,hidden cove with azure waters,11.17
커피전문점_해밀화_456.jpg,charming cobblestone street to bakery,66.22,bakery amidst autumn foliage,15.99,Cozy outdoor seating with lanterns,10.04
테마파크_강화루지_1265.jpg,sunset hues over trail landscape,54.68,Roller coaster with mountain backdrop,13.81,view of distant valley from trail,10.74
테마파크_강화루지_1267.jpg,Festival reflections on nearby water,25.94,Festival grounds under starry sky,14.54,Reflection of rides in water,12.46
테마파크_농협안성팜랜드_800.jpg,wildflowers lining the trail path,32.73,Butterflies fluttering over flowers,32.41,Cherry blossoms in full bloom,12.11
테마파크_니지모리스튜디오_822.jpg,quaint shops lining cobblestone street,51.48,cobblestone street with vintage lamps,30.9,Historic brick alley at twilight,6.87
테마파크_니지모리스튜디오_823.jpg,Reflection of rides in water,27.99,Reflection of rides in water,27.99,Vintage amusement park entrance sign,12.4
테마파크_두리랜드_812.jpg,Artisanal crafts from local vendors,29.16,Night lights illuminating storefront,26.17,Seasonal decorations on store exterior,18.45
테마파크_두리랜드_813.jpg,Intricate window display details,70.93,Seasonal decorations on store exterior,26.41,artistic gallery entrance detail,0.78
테마파크_두리랜드_814.jpg,Historic market square details,25.29,Rooftop view from museum terrace,16.4,seagulls soaring over docked ships,13.72
테마파크_런닝맨 인사동점_299.jpg,Artisanal crafts from local vendors,32.37,Handcrafted goods on display,31.49,Market signs in vibrant colors,16.43
테마파크_롯데월드 어드벤처 부산_1716.jpg,Twinkling lights on carousel horses,93.39,Vibrant festival lights at twilight,3.74,Traditional festival decorations up close,1.0
테마파크_롯데월드 어드벤처 부산_1717.jpg,Historic murals on palace walls,55.33,Grand staircase leading upwards,24.02,gallery surrounded by blooming gardens,5.96
테마파크_롯데월드 어드벤처 부산_1718.jpg,Festival grounds under starry sky,33.28,sunlit theater with dramatic shadows,29.97,theater exterior with grand entrance,7.78
테마파크_루덴시아_827.jpg,Roller coaster with mountain backdrop,14.5,snow-dusted palace under winter sun,12.35,snow-dusted palace under winter sun,12.35
테마파크_루덴시아_828.jpg,bar nestled in mountain village,84.65,rustic bar with wooden façade,5.92,Cozy outdoor seating with lanterns,4.26
테마파크_루덴시아_829.jpg,Seasonal decorations on store exterior,97.38,Intricate window display details,1.0,Colorful flags fluttering in breeze,0.77
테마파크_마이랜드_1283.jpg,Twinkling lights on carousel horses,42.57,Twinkling lights on carousel horses,42.57,Sunlight streaming through roller coaster,4.5
테마파크_마이랜드_1284.jpg,Twinkling lights on carousel horses,30.49,Reflection of rides in water,23.63,Roller coaster with mountain backdrop,9.19
테마파크_마이랜드_1285.jpg,traditional rooftops against clear sky,28.56,narrow alley with vibrant graffiti,8.96,cobblestone street with vintage lamps,8.64
테마파크_매직아일랜드_307.jpg,Tower reflection in nearby water,49.25,Vibrant garden surrounding stone tower,8.24,Snow-capped mountains behind tower,7.06
테마파크_매직아일랜드_308.jpg,reflections in serene palace pond,21.09,Blooming flower beds in spring,20.69,autumn hues surrounding palace grounds,11.31
테마파크_배미꾸미조각공원_1298.jpg,gallery silhouette against evening sky,23.44,rocky coastline with crashing waves,13.76,rugged coastline from the pier,10.29
테마파크_배미꾸미조각공원_1299.jpg,gallery silhouette against evening sky,26.76,waves lapping against a pier,16.11,seagulls soaring above the sea,11.14
테마파크_배미꾸미조각공원_1300.jpg,Historic fountain under clear blue sky,34.32,fountain with ornate stone carvings,34.18,fountain in tranquil garden setting,13.67
테마파크_법무부 부산솔로몬로파크_1738.jpg,gallery surrounded by blooming gardens,65.47,vibrant murals on gallery walls,7.87,reflection of gallery on rain puddle,4.8
테마파크_법무부 부산솔로몬로파크_1739.jpg,Historic murals on palace walls,83.69,Grand staircase leading upwards,6.13,Panoramic views from palace balcony,1.91
테마파크_봉화산옹기테마공원_303.jpg,snow-dusted trail in winter,32.67,reflection of gallery on rain puddle,30.97,artistic gallery entrance detail,13.53
테마파크_봉화산옹기테마공원_304.jpg,Vintage amusement park entrance sign,66.26,Stone bridge over gentle stream,8.95,Historic fountain under clear blue sky,6.84
테마파크_봉화산옹기테마공원_305.jpg,Vintage amusement park entrance sign,92.13,Garden pathway with stone arch,5.08,Abandoned ride surrounded by greenery,1.1
테마파크_부산어린이대공원_1724.jpg,Panoramic view of the zoo gardens,94.6,Tropical aviary with vibrant birds,4.29,Colorful flags fluttering in breeze,0.48
테마파크_브릭캠퍼스 부산_1744.jpg,Festival grounds under starry sky,50.1,Colorful festival flags against blue sky,18.65,vibrant fireworks above stadium,10.95
테마파크_브릭캠퍼스 부산_1745.jpg,gallery surrounded by blooming gardens,54.36,Sculptural museum water fountain,14.63,seasonal blossoms near gallery windows,8.07
테마파크_뽀로로&타요 콘텐츠 테마파크빌딩 월미_1274.jpg,Seasonal decorations on store exterior,32.53,Majestic entrance gates with arches,24.15,Intricate window display details,10.31
테마파크_뽀로로&타요 테마파크 월미도점_1307.jpg,Shadow patterns on museum walls,39.88,Vintage amusement park entrance sign,21.77,neon-lit cinema entrance,10.17
테마파크_뽀로로&타요 테마파크 월미도점_1308.jpg,vibrant murals on gallery walls,77.95,Vibrant mural alleyway corner,11.49,Shadow patterns on museum walls,6.3
테마파크_뽀로로&타요 테마파크 월미도점_1309.jpg,sunlit theater with dramatic shadows,38.93,sunset light on cinema front,18.85,vibrant murals on gallery walls,7.28
테마파크_서울 어린이 대공원 놀이 동산_279.jpg,Roller coaster with mountain backdrop,18.36,Roller coaster with mountain backdrop,18.36,Vintage amusement park entrance sign,10.52
테마파크_서울 어린이 대공원 놀이 동산_280.jpg,Reflection of rides in water,21.74,Reflection of rides in water,21.74,Roller coaster with mountain backdrop,21.4
테마파크_서울 어린이 대공원 놀이 동산_281.jpg,Reflection of rides in water,24.89,Reflection of rides in water,24.89,Roller coaster with mountain backdrop,17.68
테마파크_서울대공원_803.jpg,Majestic entrance gates with arches,41.37,Giant wheel framed by palm trees,27.21,Grand staircase leading upwards,8.17
테마파크_서울대공원_804.jpg,Charming entrance with vintage signage,67.79,Historic architecture details of tower,13.32,Historic street view from doorway,3.98
테마파크_서울랜드_809.jpg,Market signs in vibrant colors,54.12,Baskets overflowing with spices,10.95,Seasonal produce in abundance,9.96
테마파크_서울어린이대공원_282.jpg,Colorful flags fluttering in breeze,26.65,Colorful flags fluttering in breeze,26.65,Vintage amusement park entrance sign,19.87
테마파크_서울어린이대공원_283.jpg,Panoramic view of the zoo gardens,96.23,Vintage amusement park entrance sign,0.98,Vintage amusement park entrance sign,0.98
테마파크_서울어린이대공원_284.jpg,Festival banners waving in the breeze,57.79,Festival grounds under starry sky,19.4,Colorful festival flags against blue sky,5.37
테마파크_스머프매직포레스트_296.jpg,cinema poster alleyway,54.09,cinema with starry night backdrop,12.21,theater garden with blooming flowers,11.49
테마파크_스카이라인 루지_1728.jpg,Vintage amusement park entrance sign,74.0,Roller coaster with mountain backdrop,10.82,Panoramic view of the zoo gardens,4.19
테마파크_에버랜드_798.jpg,Festival banners waving in the breeze,47.85,Festival grounds under starry sky,13.5,Market signs in vibrant colors,9.93
테마파크_용인농촌테마파크_839.jpg,Blooming flower beds in spring,56.2,Butterflies fluttering over flowers,24.11,Cherry blossoms in full bloom,10.15
테마파크_용인농촌테마파크_840.jpg,autumn hues surrounding palace grounds,67.73,Golden leaves in autumn sunlight,25.02,misty morning in dense forest,1.54
테마파크_용인농촌테마파크_841.jpg,autumn hues surrounding palace grounds,80.92,Festival grounds under starry sky,8.1,Golden leaves in autumn sunlight,4.75
테마파크_원마운트_831.jpg,Reflection of rides in water,39.23,Elephants bathing in the lagoon,19.84,Penguins playing by the waterfall,7.7
테마파크_원마운트_832.jpg,Seasonal decorations on store exterior,55.68,snow-dusted palace under winter sun,21.2,Modern escalator design in atrium,9.02
테마파크_인스파이어 디스커버리 파크_1302.jpg,Temple steps leading to mountains,42.42,artistic gallery entrance detail,24.31,Symmetrical museum staircases,12.87
테마파크_인천공룡월드_1288.jpg,Seasonal decorations on store exterior,47.7,Modern escalator design in atrium,15.79,Views from rooftop garden terrace,7.32
테마파크_인천대공원_1268.jpg,ancient gate framed by trees,45.35,Panoramic view of the zoo gardens,28.71,Vintage amusement park entrance sign,15.8
테마파크_태종대오션플라잉테마파크_1740.jpg,City skyline view from tower top,43.33,Sunrise over coastal tower landscape,32.8,Vibrant garden surrounding stone tower,4.72
테마파크_태종대오션플라잉테마파크_1741.jpg,Historic murals on palace walls,39.04,Festival banners waving in the breeze,37.95,Festival grounds under starry sky,5.55
테마파크_태종대오션플라잉테마파크_1742.jpg,seagulls soaring over docked ships,28.66,Historic architecture details of tower,12.2,sunrise over the masts,9.28
테마파크_트릭아이뮤지엄_300.jpg,seagulls soaring above the sea,16.6,hidden cove with azure waters,11.82,seagulls soaring over docked ships,11.38
테마파크_트릭아이뮤지엄_301.jpg,retro cinema facade,87.47,old cinema ticket booth,2.74,art deco cinema architecture,1.77
테마파크_파라다이스시티 원더박스_1280.jpg,Twinkling lights on carousel horses,88.14,Reflection of rides in water,6.01,Sunlight streaming through roller coaster,1.3
테마파크_파라다이스시티 원더박스_1281.jpg,Colorful festival flags against blue sky,28.17,Traditional festival decorations up close,24.84,Twinkling lights on carousel horses,18.45
테마파크_퍼스트가든_815.jpg,Seasonal decorations on store exterior,71.45,quaint shops lining cobblestone street,10.84,Twinkling lights on carousel horses,9.29
테마파크_퍼스트가든_817.jpg,Garden pathway with stone arch,40.86,fountain in tranquil garden setting,19.1,fountain with ornate stone carvings,11.68
테마파크시설_롯데월드어드벤처 부산점 자이언트디거_1751.jpg,Market signs in vibrant colors,68.4,Market entrance with traditional decor,6.94,Historic market square details,6.46
테마파크시설_어린이대공원 능동숲속의무대_312.jpg,Open-air market architecture,50.18,autumn leaves framing stadium,12.75,Historic market square details,6.19
테마파크시설_어린이대공원 능동숲속의무대_313.jpg,Festival grounds under starry sky,61.72,Festival banners waving in the breeze,20.74,Colorful flags fluttering in breeze,8.0
테마파크시설_어린이대공원 능동숲속의무대_314.jpg,Festival grounds under starry sky,40.87,Festival banners waving in the breeze,24.44,Snow leopards in rocky enclosure,12.45
테마파크시설_어린이대공원 팔각당_318.jpg,Temple facade with intricate carvings,29.94,Temple entrance with ornate details,21.08,historic pavilion with mountain backdrop,19.36
