사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),라벨4,확률4(%),라벨5,확률5(%)
786,전망대_장화리 일몰 조망지_1418.jpg,islet,51.27,ocean,15.03,coast,12.81,lagoon,5.87,cliff,5.07
787,전망대_장화리 일몰 조망지_1419.jpg,ocean,33.77,coast,20.35,beach,13.51,islet,8.17,lagoon,5.82
788,전망대_장화리 일몰 조망지_1420.jpg,islet,43.94,ocean,23.91,coast,15.04,beach,4.14,cliff,3.72
789,전망대_정동전망대_414.jpg,downtown,51.21,skyscraper,23.7,office_building,5.72,roof_garden,4.62,hospital,2.52
790,전망대_정동전망대_415.jpg,temple/asia,45.28,pagoda,12.94,palace,12.45,courtyard,9.77,building_facade,4.76
791,전망대_청사포다릿돌전망대_1848.jpg,park,24.77,campsite,14.92,lawn,13.16,orchard,4.58,cemetery,3.91
792,전망대_청사포다릿돌전망대_1850.jpg,coast,19.28,ocean,19.17,bridge,15.38,cliff,9.39,promenade,5.32
793,전망대_청학배수지 전망대_1872.jpg,promenade,52.0,boardwalk,8.13,ocean,4.76,harbor,4.33,water_park,4.26
794,전망대_청학배수지 전망대_1873.jpg,hot_spring,22.76,amphitheater,21.18,construction_site,9.11,excavation,4.48,village,3.82
795,전망대_태종대 전망대_1845.jpg,atrium/public,20.85,lobby,15.59,artists_loft,7.88,waiting_room,6.45,entrance_hall,6.4
796,전망대_태풍전망대_948.jpg,pagoda,20.74,temple/asia,8.44,formal_garden,7.69,gazebo/exterior,7.09,amphitheater,5.96
797,전망대_태풍전망대_950.jpg,pagoda,52.08,temple/asia,17.91,gazebo/exterior,10.95,pavilion,3.87,japanese_garden,2.28
798,전망대_하남유니온타워_945.jpg,industrial_area,22.96,water_tower,11.32,tower,10.69,museum/outdoor,5.49,lighthouse,5.4
799,전망대_하남유니온타워_946.jpg,airport_terminal,38.92,valley,19.3,mountain,8.03,volcano,5.42,balcony/interior,4.17
800,전망대_하남유니온타워_947.jpg,water_tower,16.47,lighthouse,15.78,tower,12.08,industrial_area,5.07,boardwalk,4.97
801,전망대_하늘전망대_442.jpg,sky,7.58,bridge,6.69,coast,6.34,harbor,6.03,canal/natural,5.06
802,전망대_화개산 전망대_1427.jpg,bridge,26.48,canal/urban,12.34,harbor,10.5,pier,5.73,lock_chamber,5.09
803,전망대_화개산 전망대_1428.jpg,ocean,18.12,bridge,17.3,harbor,17.2,coast,8.58,promenade,8.52
804,전망대_화개산 전망대_1429.jpg,wind_farm,32.79,windmill,18.82,bridge,18.4,boat_deck,7.03,promenade,3.09
805,전망대_황령산전망쉼터_1854.jpg,industrial_area,12.5,beach_house,8.51,lock_chamber,5.72,village,5.28,water_tower,3.68
806,전망대_황령산전망쉼터_1855.jpg,bakery/shop,15.53,coffee_shop,7.63,natural_history_museum,7.49,ice_cream_parlor,5.76,museum/indoor,5.27
807,전망대_황령산전망쉼터_1856.jpg,construction_site,27.73,industrial_area,24.06,oilrig,10.1,landfill,5.27,lock_chamber,4.15
808,전통찻집_비비비당_1464.jpg,parking_garage/outdoor,63.05,office_building,10.4,embassy,5.65,hospital,5.24,hotel/outdoor,3.54
809,전통찻집_비비비당_1465.jpg,clean_room,48.49,igloo,4.3,ice_shelf,4.29,ski_slope,3.51,locker_room,2.73
810,"제과,베이커리_금정사계_1538.jpg",zen_garden,37.14,repair_shop,11.24,jewelry_shop,6.81,art_studio,4.6,restaurant,4.12
811,"제과,베이커리_금정사계_1540.jpg",wet_bar,26.64,reception,16.45,kitchen,14.55,utility_room,10.95,laundromat,8.4
812,"제과,베이커리_도쿄팡야 대구범어점_1920.jpg",museum/indoor,10.69,igloo,7.73,ice_skating_rink/indoor,7.05,science_museum,7.0,ice_skating_rink/outdoor,4.0
813,"제과,베이커리_도쿄팡야 대구범어점_1921.jpg",aquarium,49.77,nursery,8.22,discotheque,7.75,beauty_salon,3.04,underwater/ocean_deep,2.53
814,"제과,베이커리_르배 본점_1940.jpg",diner/outdoor,74.73,restaurant_patio,3.45,general_store/outdoor,3.44,library/outdoor,3.43,shopfront,2.2
815,"제과,베이커리_마시안제빵소_973.jpg",ocean,39.68,coast,24.65,beach,12.32,sky,10.21,wave,7.2
816,"제과,베이커리_아우어베이커리 도산본점_83.jpg",parking_garage/outdoor,41.0,library/outdoor,11.69,office_building,10.4,hospital,6.65,parking_lot,6.13
817,"제과,베이커리_아우어베이커리 도산본점_84.jpg",coffee_shop,41.64,beauty_salon,26.06,pharmacy,9.58,drugstore,3.98,reception,3.22
818,"제과,베이커리_야자수 브런치베이커리카페_529.jpg",butchers_shop,41.24,delicatessen,20.58,bakery/shop,16.08,pizzeria,12.97,restaurant,3.8
819,"제과,베이커리_오월의종 타임스퀘어점_80.jpg",kindergarden_classroom,50.45,archive,11.25,classroom,10.4,booth/indoor,6.98,art_school,3.16
820,"제과,베이커리_하우스베이커리_565.jpg",florist_shop/indoor,32.58,candy_store,24.78,bar,11.52,vegetable_garden,10.31,restaurant,3.6
821,"족발,보쌈_골목족발_918.jpg",nursing_home,21.96,train_interior,11.9,bus_interior,11.47,beauty_salon,8.43,hospital_room,8.37
822,주차장_대구미술관 주차장_1998.jpg,physics_laboratory,33.46,music_studio,27.11,clean_room,8.82,engine_room,6.37,server_room,6.15
823,주차장_대구수목원 제3주차장_1971.jpg,recreation_room,41.09,playroom,31.46,amusement_arcade,9.87,kindergarden_classroom,4.43,ball_pit,2.85
824,주차장_대구수목원 제3주차장_1972.jpg,golf_course,39.68,botanical_garden,18.42,park,5.76,formal_garden,5.4,lawn,4.59
825,주차장_대구수목원 제3주차장_1973.jpg,highway,62.07,field/wild,3.25,raceway,3.08,bridge,2.39,village,2.32
826,주차장_부산박물관 주차장_1654.jpg,park,20.82,orchard,16.5,botanical_garden,13.75,campus,7.46,sky,3.86
827,참치회_골목참치_396.jpg,delicatessen,11.58,archaelogical_excavation,10.51,supermarket,5.33,butchers_shop,3.94,market/indoor,3.87
828,참치회_골목참치_397.jpg,jewelry_shop,37.25,delicatessen,11.54,candy_store,6.56,bakery/shop,5.84,gift_shop,4.15
829,참치회_골목참치_398.jpg,delicatessen,36.82,butchers_shop,15.46,candy_store,14.52,sushi_bar,7.57,bakery/shop,7.34
830,체험학습장_인천수목원 유아숲체험원_1095.jpg,picnic_area,91.92,park,3.43,campsite,0.98,beer_garden,0.37,lawn,0.33
831,체험학습장_인천수목원 유아숲체험원_1097.jpg,picnic_area,24.9,playground,15.56,patio,14.31,excavation,10.86,japanese_garden,4.86
832,추어_골목추어탕 본점_893.jpg,delicatessen,99.01,supermarket,0.31,bakery/shop,0.14,pizzeria,0.12,fastfood_restaurant,0.11
833,추어_골목추어탕 본점_894.jpg,bakery/shop,53.14,delicatessen,23.13,fastfood_restaurant,6.96,restaurant,4.12,coffee_shop,3.42
834,추어_골목추어탕 본점_895.jpg,fishpond,49.57,delicatessen,23.01,candy_store,4.48,bakery/shop,3.78,pond,2.22
835,축제_대구수목원국화전시회_1968.jpg,roof_garden,29.7,vegetable_garden,20.38,formal_garden,13.0,botanical_garden,6.47,florist_shop/indoor,6.2
836,축제_대구수목원국화전시회_1969.jpg,forest_road,62.01,zen_garden,8.59,driveway,8.03,highway,3.29,residential_neighborhood,3.05
837,축제_대구수목원국화전시회_1970.jpg,zen_garden,91.64,roof_garden,5.12,greenhouse/indoor,1.97,topiary_garden,0.24,vegetable_garden,0.2
838,카페_고양이똥 브런치_1.jpg,archive,28.64,booth/indoor,27.93,museum/indoor,13.43,science_museum,2.84,drugstore,2.47
839,카페_고양이똥 브런치_2.jpg,booth/indoor,31.95,archive,9.17,drugstore,5.96,pharmacy,4.6,ice_floe,4.56
840,카페_고양이똥 브런치_3.jpg,booth/indoor,18.72,archive,15.27,art_gallery,12.74,museum/indoor,7.03,server_room,5.08
841,카페_노티스_1473.jpg,harbor,28.22,promenade,13.18,beach_house,7.36,runway,4.8,ocean,4.14
842,카페_노티스_1474.jpg,home_theater,21.73,living_room,4.76,bow_window/indoor,4.58,artists_loft,4.45,museum/indoor,4.07
843,카페_대구수목원 카페_1986.jpg,fastfood_restaurant,53.7,coffee_shop,9.43,chemistry_lab,4.25,food_court,3.3,kitchen,2.7
844,카페_대구수목원 카페_1988.jpg,office,45.5,office_cubicles,19.89,home_office,13.97,general_store/indoor,2.39,pantry,2.37
845,카페_대연골목_1840.jpg,booth/indoor,99.0,conference_center,0.23,office,0.07,legislative_chamber,0.07,pharmacy,0.07
846,카페_데이지브런치카페_537.jpg,bakery/shop,24.87,ice_cream_parlor,24.07,restaurant,15.71,delicatessen,13.87,coffee_shop,6.8
847,카페_라메르베이커리카페_1071.jpg,ice_cream_parlor,22.83,drugstore,14.75,ice_shelf,8.22,clean_room,6.2,archive,5.52
848,카페_라메르베이커리카페_1072.jpg,lock_chamber,13.84,canal/natural,11.59,river,9.81,lake/natural,9.49,dam,5.61
849,카페_라몽드브런치카페_1923.jpg,hospital,24.58,ticket_booth,10.58,lawn,5.58,topiary_garden,4.79,pet_shop,3.8
850,카페_레드브릿지_555.jpg,hospital,58.25,office_building,7.11,building_facade,6.62,campus,4.75,parking_garage/outdoor,3.6
851,카페_레드브릿지_556.jpg,balcony/interior,50.03,bow_window/indoor,11.12,porch,3.37,coffee_shop,2.0,balcony/exterior,1.57
852,카페_매화마름_1079.jpg,palace,23.57,pagoda,19.99,temple/asia,19.14,pavilion,5.9,gazebo/exterior,3.6
853,카페_메이드림_1068.jpg,formal_garden,39.51,japanese_garden,6.19,pond,5.11,botanical_garden,4.63,fishpond,3.71
854,카페_메이드림_1069.jpg,arena/performance,20.95,shower,12.87,stage/indoor,12.2,fountain,7.88,stage/outdoor,6.05
855,카페_메이드림_1070.jpg,campus,13.61,synagogue/outdoor,9.66,bowling_alley,7.82,elevator/door,5.2,schoolhouse,4.89
856,카페_몬떼델피노_558.jpg,restaurant_patio,56.98,diner/outdoor,11.46,coffee_shop,11.32,restaurant,4.08,food_court,2.76
857,카페_바다보다_1086.jpg,auditorium,59.72,movie_theater/indoor,29.99,lecture_room,3.76,conference_center,2.63,orchestra_pit,1.55
858,카페_바다보다_1087.jpg,butchers_shop,56.01,pet_shop,19.04,fishpond,5.46,aquarium,3.3,fountain,2.77
859,카페_바다보다_1088.jpg,grotto,32.5,underwater/ocean_deep,30.23,aquarium,26.5,fishpond,2.9,hot_spring,2.15
860,카페_발리다_450.jpg,ballroom,41.53,orchestra_pit,14.52,stage/indoor,13.58,discotheque,6.96,stage/outdoor,6.51
861,카페_발리다_451.jpg,ballroom,58.91,stage/indoor,11.58,stage/outdoor,5.71,orchestra_pit,5.55,television_studio,5.4
862,카페_발리다_452.jpg,stage/indoor,63.16,stage/outdoor,14.49,ballroom,10.7,discotheque,5.22,arena/performance,1.71
863,카페_브런치가든 계양구청점_1040.jpg,delicatessen,31.82,market/outdoor,27.0,pizzeria,16.93,bakery/shop,8.81,supermarket,5.68
864,카페_브런치위치_522.jpg,elevator/door,68.6,elevator_lobby,21.24,bank_vault,4.3,server_room,4.2,locker_room,0.89
865,카페_브런치위치_523.jpg,stable,35.96,arena/rodeo,11.02,parking_garage/indoor,6.41,mezzanine,4.72,airport_terminal,4.29
866,카페_브런치카페 이안_1530.jpg,bakery/shop,68.7,delicatessen,14.52,restaurant,6.08,cafeteria,1.77,food_court,1.24
867,카페_브런치포레_517.jpg,dining_hall,31.16,food_court,13.0,cafeteria,11.43,library/indoor,8.73,atrium/public,7.09
868,카페_블루트렁크 오이도거북섬본점_465.jpg,bakery/shop,43.12,delicatessen,42.67,pizzeria,3.65,fastfood_restaurant,2.86,butchers_shop,2.05
869,카페_블루트렁크 오이도거북섬본점_466.jpg,butchers_shop,36.72,delicatessen,25.98,market/outdoor,18.3,market/indoor,7.24,flea_market/indoor,3.37
870,카페_블루트렁크 오이도거북섬본점_467.jpg,delicatessen,50.1,ice_cream_parlor,38.5,bakery/shop,4.04,candy_store,1.86,restaurant,1.4
871,카페_비파티세리 공덕점_66.jpg,temple/asia,56.36,pagoda,21.23,palace,10.43,building_facade,2.85,pavilion,2.05
872,카페_빌라드파넬_572.jpg,swimming_pool/outdoor,82.44,swimming_pool/indoor,6.89,balcony/exterior,3.01,hotel/outdoor,1.27,beach_house,0.88
873,카페_스노잉클라우드_1484.jpg,ocean,23.09,coast,15.22,sky,7.4,lighthouse,6.98,beach_house,5.45
874,카페_스노잉클라우드_1486.jpg,booth/indoor,10.6,storage_room,10.22,art_gallery,8.6,dorm_room,7.42,museum/indoor,7.34
875,카페_앵커커피로스터즈_474.jpg,restaurant,10.26,coffee_shop,9.79,delicatessen,7.43,pizzeria,4.39,bakery/shop,4.09
876,카페_어반브런치_501.jpg,delicatessen,40.14,bakery/shop,24.01,restaurant,16.64,coffee_shop,4.22,cafeteria,3.53
877,카페_엠클리프_982.jpg,industrial_area,32.97,water_tower,17.31,construction_site,15.13,fire_escape,7.13,loading_dock,6.68
878,카페_오라카페&브런치_1043.jpg,bakery/shop,50.49,restaurant,16.7,delicatessen,10.65,cafeteria,4.44,restaurant_kitchen,2.67
879,카페_인더매스 삼덕_1932.jpg,beer_garden,31.08,coffee_shop,16.41,ice_cream_parlor,15.55,restaurant,7.13,food_court,4.82
880,카페_인더매스 삼덕_1933.jpg,coffee_shop,17.07,utility_room,11.93,art_studio,8.54,bakery/shop,5.58,gift_shop,4.9
881,카페_인더매스 삼덕_1934.jpg,art_school,17.89,coffee_shop,14.26,biology_laboratory,11.09,art_studio,9.31,food_court,5.59
882,카페_지금이곳_1059.jpg,restaurant,20.43,beer_garden,19.81,coffee_shop,17.13,bar,9.18,beer_hall,4.87
883,카페_지금이곳_1060.jpg,balcony/interior,48.14,promenade,8.33,boardwalk,5.75,nursery,4.97,bridge,4.85
884,카페_지금이곳_1061.jpg,kennel/outdoor,8.62,temple/asia,8.28,house,6.1,beach_house,5.85,volleyball_court/outdoor,5.59
885,카페_차덕분_975.jpg,balcony/interior,9.36,art_gallery,7.59,bedroom,6.97,berth,5.54,youth_hostel,4.47
886,카페_차덕분_976.jpg,bow_window/indoor,19.8,office,14.83,library/indoor,7.09,conference_room,6.14,artists_loft,5.99
887,카페_차덕분_977.jpg,hospital,52.24,parking_garage/outdoor,23.97,office_building,12.73,downtown,2.05,building_facade,1.55
888,카페_칠암사계_1545.jpg,hangar/outdoor,38.52,industrial_area,26.54,loading_dock,17.09,library/outdoor,6.74,museum/outdoor,2.81
889,카페_칠암사계_1546.jpg,airport_terminal,16.45,booth/indoor,11.58,office_cubicles,11.49,office,9.83,coffee_shop,6.9
890,카페_카페 메르디_985.jpg,synagogue/outdoor,14.61,museum/outdoor,11.73,kasbah,9.37,playroom,6.66,hotel/outdoor,5.78
891,카페_카페 메르디_986.jpg,ocean,24.84,beach,19.74,coast,14.02,volleyball_court/outdoor,8.76,lagoon,7.7
892,카페_카페109하우스_987.jpg,arch,54.68,catacomb,10.46,bridge,5.13,medina,4.97,aqueduct,4.07
893,카페_카페109하우스_988.jpg,veterinarians_office,95.22,kennel/outdoor,3.59,pet_shop,0.51,berth,0.17,hospital_room,0.06
894,카페_카페385_1460.jpg,bakery/shop,59.65,coffee_shop,29.21,restaurant,2.91,delicatessen,2.2,ice_cream_parlor,0.94
895,카페_카페385_1461.jpg,parking_garage/outdoor,12.58,museum/outdoor,10.27,office_building,8.73,campus,7.94,hospital,7.19
896,카페_카페윤_1454.jpg,balcony/interior,54.59,beach_house,21.8,bow_window/indoor,8.94,balcony/exterior,4.69,porch,2.96
897,카페_카페윤_1455.jpg,coffee_shop,21.86,ocean,12.24,coast,10.01,beach_house,7.35,balcony/interior,6.18
898,카페_카페윤_1456.jpg,industrial_area,23.9,office_building,9.09,hospital,8.69,embassy,7.81,building_facade,7.35
899,카페_카펠라_1901.jpg,elevator_lobby,11.24,server_room,6.48,science_museum,5.86,locker_room,5.36,bathroom,5.26
900,카페_코스모40_1058.jpg,library/outdoor,34.32,balcony/exterior,26.62,parking_garage/outdoor,10.86,office_building,4.78,fire_escape,4.68
901,카페_쿠타팜테라스 브런치카페_1496.jpg,booth/indoor,32.76,candy_store,22.62,bakery/shop,8.73,pizzeria,5.83,delicatessen,4.58
902,카페_쿠타팜테라스 브런치카페_1497.jpg,candy_store,26.47,delicatessen,11.33,booth/indoor,9.55,ice_cream_parlor,8.12,bakery/shop,7.96
903,카페_토크라피_969.jpg,coffee_shop,31.12,ice_cream_parlor,16.15,delicatessen,7.07,kitchen,5.42,sushi_bar,3.8
904,카페_토크라피_970.jpg,coffee_shop,53.09,ice_cream_parlor,45.22,bar,0.62,beer_hall,0.3,restaurant,0.25
905,카페_토크라피_971.jpg,ice_cream_parlor,49.89,coffee_shop,48.31,restaurant,1.22,bakery/shop,0.16,cafeteria,0.13
906,카페_티아이티에프_1956.jpg,booth/indoor,28.61,ice_cream_parlor,12.25,ticket_booth,8.8,drugstore,7.57,archive,6.25
907,카페_티아이티에프_1957.jpg,bazaar/outdoor,13.7,medina,12.82,plaza,11.2,campsite,8.35,promenade,5.04
908,카페_티아이티에프_1958.jpg,balcony/exterior,34.66,hospital,8.08,apartment_building/outdoor,7.42,balcony/interior,7.4,building_facade,6.77
909,카페_파이브어클락_472.jpg,coffee_shop,67.66,bakery/shop,22.69,ice_cream_parlor,4.41,restaurant,1.66,delicatessen,0.79
910,카페_포레스트아웃팅스 일산본점_542.jpg,loading_dock,11.6,shopfront,7.38,general_store/outdoor,6.45,bar,5.31,coffee_shop,4.78
911,카페_하이바다_996.jpg,restaurant_patio,32.93,beer_garden,21.56,promenade,20.94,picnic_area,6.33,pier,3.15
912,카페_하이바다_997.jpg,restaurant_patio,19.03,promenade,10.34,pier,7.18,boat_deck,6.14,boardwalk,6.11
913,카페_하이바다_998.jpg,promenade,24.4,boardwalk,19.48,beach_house,8.44,pier,7.25,ocean,5.83
914,카페_헤이든신씨어_1550.jpg,dam,31.69,valley,12.89,lake/natural,7.53,swimming_hole,4.95,mountain,4.15
915,칼국수_골목손칼국수_1829.jpg,shopfront,30.68,diner/outdoor,18.33,general_store/outdoor,16.01,street,4.33,pharmacy,4.11
916,커피전문점_골목사이_915.jpg,slum,31.19,alley,11.52,fire_escape,7.48,balcony/interior,5.33,lock_chamber,4.36
917,커피전문점_골목사이_916.jpg,ticket_booth,39.15,medina,21.47,alley,11.96,boat_deck,2.87,loading_dock,2.79
918,커피전문점_그린홀리데이_1075.jpg,delicatessen,41.51,market/outdoor,15.04,bakery/shop,10.4,restaurant,7.26,fastfood_restaurant,6.54
919,커피전문점_배곧아띠_460.jpg,archive,12.16,pharmacy,10.0,booth/indoor,9.95,office,8.4,storage_room,5.73
920,커피전문점_뻘다방_966.jpg,volleyball_court/outdoor,47.63,promenade,17.22,beach,8.9,coast,8.01,ocean,3.71
921,커피전문점_뻘다방_967.jpg,coffee_shop,40.1,porch,9.28,ice_cream_parlor,8.81,balcony/interior,5.14,restaurant,2.71
922,커피전문점_뻘다방_968.jpg,beach_house,77.45,motel,4.74,volleyball_court/outdoor,1.87,zen_garden,1.33,pavilion,0.97
923,커피전문점_웨이브온커피_1445.jpg,picnic_area,20.09,ocean,16.91,coast,14.66,promenade,11.45,harbor,9.81
924,커피전문점_웨이브온커피_1447.jpg,campsite,12.85,parking_lot,11.74,restaurant_patio,9.19,iceberg,5.88,beer_garden,5.83
925,커피전문점_해밀화_456.jpg,coffee_shop,36.38,restaurant,15.03,bar,13.49,beer_garden,11.54,beer_hall,10.55
926,테마파크_강화루지_1265.jpg,highway,30.71,valley,24.57,mountain,9.15,village,4.32,sky,3.93
927,테마파크_강화루지_1267.jpg,beauty_salon,43.21,ice_cream_parlor,6.54,coffee_shop,4.87,butchers_shop,3.56,veterinarians_office,2.96
928,테마파크_농협안성팜랜드_800.jpg,rice_paddy,34.22,field/cultivated,26.72,farm,15.81,wheat_field,11.72,hayfield,4.57
929,테마파크_니지모리스튜디오_822.jpg,arcade,28.09,diner/outdoor,20.49,general_store/outdoor,11.3,restaurant_patio,8.99,inn/outdoor,3.99
930,테마파크_니지모리스튜디오_823.jpg,childs_room,19.98,toyshop,18.24,amusement_arcade,17.8,recreation_room,6.32,swimming_pool/outdoor,4.43
931,테마파크_두리랜드_812.jpg,clean_room,22.49,chemistry_lab,10.25,pharmacy,8.6,biology_laboratory,7.84,department_store,7.43
932,테마파크_두리랜드_813.jpg,museum/indoor,25.94,department_store,15.68,gift_shop,9.78,science_museum,7.7,natural_history_museum,7.55
933,테마파크_두리랜드_814.jpg,toyshop,13.88,clean_room,6.96,physics_laboratory,6.14,boat_deck,4.74,department_store,4.62
934,테마파크_런닝맨 인사동점_299.jpg,toyshop,66.04,playroom,12.64,kindergarden_classroom,2.94,pet_shop,1.96,childs_room,1.82
935,테마파크_롯데월드 어드벤처 부산_1716.jpg,bazaar/indoor,12.09,amusement_park,8.04,throne_room,7.38,ballroom,5.94,palace,5.18
936,테마파크_롯데월드 어드벤처 부산_1717.jpg,conference_center,53.08,legislative_chamber,37.0,booth/indoor,8.79,lecture_room,0.45,office,0.28
937,테마파크_롯데월드 어드벤처 부산_1718.jpg,stage/indoor,59.1,arena/performance,7.77,ballroom,6.1,stage/outdoor,5.3,ice_skating_rink/indoor,4.64
938,테마파크_루덴시아_827.jpg,medina,55.26,bazaar/outdoor,9.99,alley,8.85,street,5.92,plaza,2.8
939,테마파크_루덴시아_828.jpg,windmill,53.37,restaurant_patio,8.25,beer_garden,7.85,bazaar/outdoor,7.53,patio,3.86
940,테마파크_루덴시아_829.jpg,booth/indoor,77.7,candy_store,5.13,ice_cream_parlor,3.51,pet_shop,1.53,shopfront,1.26
941,테마파크_마이랜드_1283.jpg,amusement_arcade,31.9,toyshop,15.18,candy_store,10.43,amusement_park,9.75,playroom,6.85
942,테마파크_마이랜드_1284.jpg,water_park,53.89,amusement_park,34.76,stage/outdoor,9.01,carrousel,0.61,playground,0.3
943,테마파크_마이랜드_1285.jpg,staircase,21.43,hospital_room,12.7,beauty_salon,7.86,nursery,7.44,sandbox,5.42
944,테마파크_매직아일랜드_307.jpg,skyscraper,52.97,downtown,13.92,tower,6.94,office_building,6.13,museum/outdoor,4.54
945,테마파크_매직아일랜드_308.jpg,bridge,19.0,park,15.25,river,9.13,swamp,6.96,lake/natural,6.52
946,테마파크_배미꾸미조각공원_1298.jpg,beach,25.75,snowfield,13.17,sky,12.52,wheat_field,7.13,corn_field,4.27
947,테마파크_배미꾸미조각공원_1299.jpg,sky,22.52,beach,19.66,desert/vegetation,13.44,coast,6.24,wheat_field,4.28
948,테마파크_배미꾸미조각공원_1300.jpg,iceberg,10.2,pond,9.04,fishpond,7.27,botanical_garden,6.92,fountain,5.85
949,테마파크_법무부 부산솔로몬로파크_1738.jpg,lecture_room,39.76,conference_room,20.71,legislative_chamber,13.46,conference_center,11.41,classroom,11.3
950,테마파크_법무부 부산솔로몬로파크_1739.jpg,conference_center,22.61,legislative_chamber,16.88,reception,7.66,lecture_room,5.76,office,5.21
951,테마파크_봉화산옹기테마공원_303.jpg,baseball_field,34.84,igloo,12.79,desert/vegetation,12.26,martial_arts_gym,8.91,playground,3.3
952,테마파크_봉화산옹기테마공원_304.jpg,street,26.92,crosswalk,20.17,park,11.9,residential_neighborhood,6.48,forest_road,6.1
953,테마파크_봉화산옹기테마공원_305.jpg,cemetery,18.09,landfill,8.3,botanical_garden,6.86,fountain,6.06,vegetable_garden,5.23
954,테마파크_부산어린이대공원_1724.jpg,plaza,30.68,bazaar/outdoor,17.26,stage/outdoor,4.94,market/outdoor,4.12,amphitheater,3.84
955,테마파크_브릭캠퍼스 부산_1744.jpg,arena/performance,57.83,amphitheater,5.53,stadium/soccer,4.53,stadium/football,4.33,football_field,2.91
956,테마파크_브릭캠퍼스 부산_1745.jpg,artists_loft,32.83,art_gallery,20.54,playroom,5.49,museum/indoor,5.15,childs_room,5.09
957,테마파크_뽀로로&타요 콘텐츠 테마파크빌딩 월미_1274.jpg,playroom,21.34,kindergarden_classroom,16.56,amusement_arcade,11.06,pet_shop,3.96,lobby,3.54
958,테마파크_뽀로로&타요 테마파크 월미도점_1307.jpg,playroom,76.8,childs_room,8.58,nursery,6.29,kindergarden_classroom,2.89,waiting_room,0.71
959,테마파크_뽀로로&타요 테마파크 월미도점_1308.jpg,ice_skating_rink/indoor,27.04,science_museum,11.45,corridor,9.67,locker_room,4.49,bowling_alley,4.16
960,테마파크_뽀로로&타요 테마파크 월미도점_1309.jpg,discotheque,50.14,stage/indoor,29.14,arena/performance,9.18,stage/outdoor,7.38,television_studio,1.13
961,테마파크_서울 어린이 대공원 놀이 동산_279.jpg,amusement_park,37.57,water_park,22.76,carrousel,20.35,market/outdoor,2.94,boardwalk,2.69
962,테마파크_서울 어린이 대공원 놀이 동산_280.jpg,water_park,24.43,amusement_park,12.53,beach_house,11.04,motel,7.83,formal_garden,4.14
963,테마파크_서울 어린이 대공원 놀이 동산_281.jpg,water_park,36.51,amusement_park,25.74,beach_house,4.53,motel,3.35,formal_garden,2.86
964,테마파크_서울대공원_803.jpg,science_museum,43.54,playground,32.69,amusement_arcade,3.76,playroom,2.87,museum/indoor,2.52
965,테마파크_서울대공원_804.jpg,ticket_booth,47.38,booth/indoor,26.43,elevator/door,15.13,elevator_lobby,1.92,pharmacy,1.41
966,테마파크_서울랜드_809.jpg,server_room,47.12,home_theater,13.56,music_studio,7.56,amusement_arcade,6.38,movie_theater/indoor,6.37
967,테마파크_서울어린이대공원_282.jpg,ticket_booth,14.87,kindergarden_classroom,8.39,parking_lot,7.48,amusement_arcade,5.83,motel,5.37
968,테마파크_서울어린이대공원_283.jpg,ball_pit,56.75,nursery,15.29,playroom,7.75,kindergarden_classroom,4.21,childs_room,3.88
969,테마파크_서울어린이대공원_284.jpg,elevator/door,15.03,server_room,7.14,drugstore,5.81,clothing_store,5.32,discotheque,3.8
970,테마파크_스머프매직포레스트_296.jpg,ice_cream_parlor,11.89,candy_store,6.76,bakery/shop,5.74,toyshop,5.43,museum/indoor,4.97
971,테마파크_스카이라인 루지_1728.jpg,highway,39.86,field/wild,16.38,raceway,7.01,parking_lot,4.4,forest_road,3.44
972,테마파크_에버랜드_798.jpg,jewelry_shop,51.44,delicatessen,13.95,market/outdoor,8.29,bazaar/outdoor,6.07,ice_cream_parlor,4.42
973,테마파크_용인농촌테마파크_839.jpg,florist_shop/indoor,57.58,botanical_garden,8.3,formal_garden,6.68,market/outdoor,5.09,vegetable_garden,3.84
974,테마파크_용인농촌테마파크_840.jpg,forest/broadleaf,75.39,sky,3.63,botanical_garden,3.15,orchard,2.82,pond,1.78
975,테마파크_용인농촌테마파크_841.jpg,park,42.62,tree_farm,10.74,stage/outdoor,7.34,orchard,4.22,beer_garden,2.85
976,테마파크_원마운트_831.jpg,art_school,15.47,kindergarden_classroom,7.29,cafeteria,6.42,volleyball_court/outdoor,5.82,science_museum,4.47
977,테마파크_원마운트_832.jpg,swimming_pool/indoor,50.67,jacuzzi/indoor,14.63,water_park,9.75,ice_skating_rink/indoor,4.37,amusement_park,1.98
978,테마파크_인스파이어 디스커버리 파크_1302.jpg,reception,38.72,lobby,11.89,nursery,9.28,playroom,8.43,church/indoor,6.37
979,테마파크_인천공룡월드_1288.jpg,amusement_arcade,21.42,amusement_park,14.17,toyshop,11.33,television_studio,10.85,playground,8.41
980,테마파크_인천대공원_1268.jpg,pavilion,36.66,promenade,18.56,picnic_area,11.93,park,10.81,gazebo/exterior,8.93
981,테마파크_태종대오션플라잉테마파크_1740.jpg,islet,39.81,coast,13.0,ocean,11.06,highway,7.63,lagoon,5.28
982,테마파크_태종대오션플라잉테마파크_1741.jpg,legislative_chamber,32.06,conference_center,27.99,stage/outdoor,16.56,booth/indoor,6.87,stage/indoor,6.58
